r_A,g_r
0.025,0.0
0.07500000000000001,0.0
0.125,0.0
0.17500000000000002,0.0
0.225,0.0
0.275,0.0
0.32500000000000007,0.0
0.375,0.0
0.42500000000000004,0.0
0.475,0.0
0.525,0.0
0.5750000000000001,0.0
0.625,0.0
0.675,0.0
0.7250000000000001,0.0
0.775,0.0
0.8250000000000001,0.0
0.875,0.0
0.925,0.0
0.9750000000000001,0.0
1.025,0.0
1.0750000000000002,0.0
1.125,0.0
1.1750000000000003,0.0
1.225,0.0
1.275,0.0
1.3250000000000002,0.0
1.375,0.0
1.4250000000000003,0.0
1.475,0.0
1.525,0.0
1.5750000000000002,0.0
1.625,0.0
1.6750000000000003,0.0
1.725,0.0
1.775,0.0
1.8250000000000002,0.0
1.875,0.0
1.9250000000000003,0.0
1.975,0.0
2.0250000000000004,0.0
2.075,0.0
2.125,0.0
2.175,0.0
2.225,0.0
2.2750000000000004,0.0
2.325,0.0
2.375,0.0
2.4250000000000003,0.0
2.475,0.0
2.5250000000000004,0.0
2.575,0.0
2.625,0.0
2.6750000000000003,0.0
2.725,0.0
2.7750000000000004,0.0
2.825,0.0
2.875,0.0
2.9250000000000003,0.5873482478228457
2.975,5.677718162505569
3.0250000000000004,10.983160842176686
3.075,17.537679315511223
3.125,27.444000161092745
3.1750000000000003,33.39922285249308
3.225,36.23690686081143
3.2750000000000004,34.04569373958424
3.325,35.90819720896782
3.375,33.67570710929696
3.4250000000000003,29.986596023854485
3.475,24.691054078409486
3.5250000000000004,23.591158218082732
3.575,17.03809045340524
3.625,13.002115013856416
3.6750000000000003,9.426032763418771
3.725,5.79453914878112
3.7750000000000004,3.643830541533828
3.825,2.060820570848267
3.875,1.450209186324847
3.9250000000000003,1.5222275553192393
3.975,0.9541117758130611
4.025,1.137344599289625
4.075,1.1096058791985357
4.125,0.19688539955914072
4.175000000000001,0.28829681409366353
4.225,0.656865244740832
4.275,0.0
4.325,0.0
4.375,0.0
4.425000000000001,0.0
4.475,0.0
4.525,0.0
4.575,0.0
4.625,0.0
4.675000000000001,0.0
4.725,0.0
4.775,0.0
4.825000000000001,0.0
4.875,0.0
4.925000000000001,0.0
4.975,0.0
5.025,0.0
5.075000000000001,0.0
5.125,0.0
5.175000000000001,0.0
5.225,0.0
5.275,0.0
5.325000000000001,0.0
5.375,0.0
5.425000000000001,0.0
5.475,0.0
5.525,0.0
5.575000000000001,0.0
5.625,0.0
5.675000000000001,0.0
5.725,0.0
5.775,0.0
5.825000000000001,0.0
5.875,0.0
5.925000000000001,0.0
5.975,0.0
6.025,0.0
6.075000000000001,0.0
6.125,0.0
6.175000000000001,0.0
6.225,0.0
6.275,0.0
6.325000000000001,0.0
6.375,0.0
6.425000000000001,0.0
6.475,0.0
6.525,0.0
6.575000000000001,0.0
6.625,0.0
6.675000000000001,0.0
6.725,0.0
6.775,0.0
6.825000000000001,0.0
6.875,0.0
6.925000000000001,0.0
6.975,0.0
7.025,0.0
7.075000000000001,0.0
7.125,0.0
7.175000000000001,0.0
7.225,0.0
7.275,0.0
7.325000000000001,0.0
7.375,0.0
7.425000000000001,0.0
7.475,0.0
7.525,0.0
7.575000000000001,0.0
7.625,0.0
7.675000000000001,0.0
7.725,0.0
7.775,0.0
7.825000000000001,0.0
7.875,0.0
7.925000000000001,0.0
7.975,0.0
